Record_ID,User_ID,App_Name,Feature_Used,Keyword,Content_Category,Type,Usage_Duration_Minutes,Distraction_Score,Location,Date,Time_of_Day
1693,U0258,Udemy,DM/Chat,Movie clips,Entertainment,Distractive,71.8,4,Commute,2025-02-21,Morning
1694,U0357,Instagram,Explore,Weather update,News,Productive,42.1,2,Commute,2025-08-20,Late Night
1695,U0376,Instagram,Watch,Stock market,Business,Productive,12.4,1,Office,2025-04-30,Morning
1696,U0116,Twitter/X,Search,Job search,Business,Productive,18.4,1,Home,2025-12-05,Night
1697,U0079,Twitter/X,Story,Stock market,Business,Productive,38,1,Cafe,2025-12-18,Night
1698,U0351,TikTok,Feed,Email,Communication,Productive,11.1,2,Home,2025-09-30,Afternoon
1699,U0118,Snapchat,DM/Chat,Shopping,Commerce,Distractive,7.5,2,Hostel,2025-02-25,Night
1700,U0089,Gmail,Search,Resume building,Business,Productive,49.9,2,Library,2025-08-18,Night
1701,U0152,Zoom,DM/Chat,Sports news,Sports,Distractive,83.4,3,Home,2025-04-11,Night
1702,U0378,WhatsApp,Reels/Shorts,Discount coupons,Commerce,Distractive,71.9,3,Office,2025-01-28,Afternoon
1703,U0410,TikTok,Search,Conference call,Communication,Productive,4.1,2,Office,2025-10-03,Afternoon
1704,U0043,Slack,Notification,Job search,Business,Productive,53.2,1,Library,2025-10-03,Late Night
1705,U0252,Zoom,Story,Influencer content,Social Media,Distractive,49.9,5,Office,2025-01-23,Night
1706,U0370,WhatsApp,Notification,Breaking news,News,Productive,9.7,1,Outdoors,2025-02-06,Night
1707,U0392,Snapchat,Watch,Voice message,Communication,Productive,59.6,2,Commute,2025-01-16,Morning
1708,U0247,Instagram,Reels/Shorts,Python tutorial,Education,Productive,20,1,College,2025-02-12,Afternoon
1709,U0345,YouTube,Feed,Project update,Communication,Productive,43.4,2,Commute,2025-06-10,Night
1710,U0277,Google Classroom,Watch,Conference call,Communication,Productive,10.4,2,Office,2025-11-04,Late Night
1711,U0404,Slack,Reels/Shorts,Sports news,Sports,Distractive,14.4,3,Cafe,2025-09-14,Late Night
1712,U0307,Udemy,Feed,Science experiment,Education,Productive,30.9,2,Outdoors,2025-01-14,Morning
1713,U0371,Coursera,Explore,Python tutorial,Education,Productive,21.4,2,Commute,2025-02-15,Evening
1714,U0117,TikTok,Reels/Shorts,Memes,Entertainment,Distractive,22,5,Office,2025-05-18,Late Night
1715,U0366,Flipkart,Watch,Follower count check,Social Media,Distractive,74.1,4,Hostel,2025-01-22,Late Night
1716,U0403,Telegram,DM/Chat,Physics lecture,Education,Productive,15.2,1,Outdoors,2025-11-13,Evening
1717,U0130,Facebook,Reels/Shorts,Excel tutorial,Education,Productive,4.6,1,Home,2025-03-04,Night
1718,U0256,Zoom,Watch,Conference call,Communication,Productive,57.8,1,Office,2025-10-08,Night
1719,U0125,TikTok,DM/Chat,Weather update,News,Productive,32.2,1,College,2025-07-24,Evening
1720,U0293,Facebook,Explore,Investment tips,Business,Productive,37.5,1,Cafe,2025-03-29,Late Night
1721,U0370,Snapchat,Feed,Viral video,Entertainment,Distractive,22.6,5,Hostel,2025-03-08,Evening
1722,U0485,Google Classroom,Watch,Online sale,Commerce,Distractive,8.3,2,Home,2025-07-19,Evening
1723,U0404,Flipkart,Watch,Online sale,Commerce,Distractive,78.1,3,Home,2025-04-06,Night
1724,U0492,Flipkart,Story,Local news,News,Productive,33.1,3,Office,2025-05-31,Afternoon
1725,U0295,TikTok,Watch,Exam preparation,Education,Productive,25.3,2,Cafe,2025-05-29,Late Night
1726,U0372,Flipkart,DM/Chat,Language learning,Education,Productive,33.8,1,Office,2025-05-22,Evening
1727,U0105,Amazon,Feed,Client proposal,Business,Productive,18.1,1,Home,2025-05-30,Afternoon
1728,U0203,Twitter/X,Notification,Breaking news,News,Productive,16.2,2,Commute,2025-12-29,Morning
1729,U0370,LinkedIn,Reels/Shorts,World news,News,Productive,6.6,1,Outdoors,2025-09-27,Night
1730,U0069,Twitter/X,DM/Chat,Conference call,Communication,Productive,36,1,Library,2025-09-10,Afternoon
1731,U0471,Coursera,Feed,Wishlist browsing,Commerce,Distractive,79.5,3,Home,2025-02-09,Morning
1732,U0457,LinkedIn,Course Page,Sports news,Sports,Distractive,86.5,3,Hostel,2025-10-10,Late Night
1733,U0172,Twitter/X,Feed,Python tutorial,Education,Productive,59.8,1,Home,2025-10-28,Morning
1734,U0327,Slack,Feed,Shopping,Commerce,Distractive,22.8,2,Hostel,2025-06-20,Night
1735,U0349,Google Classroom,Reels/Shorts,Sports news,Sports,Distractive,86.5,4,Hostel,2025-01-02,Late Night
1736,U0037,Flipkart,Search,Technology news,News,Productive,53.3,2,College,2025-06-09,Late Night
1737,U0245,LinkedIn,Notification,Conference call,Communication,Productive,18.2,2,Library,2025-07-23,Late Night
1738,U0309,Telegram,DM/Chat,Endless scrolling,Social Media,Distractive,16.2,4,Office,2025-04-21,Late Night
1739,U0131,Gmail,Watch,Business news,Business,Productive,20.8,1,Hostel,2025-02-09,Morning
1740,U0399,Slack,Notification,History lecture,Education,Productive,25,1,Home,2025-07-07,Morning
1741,U0060,TikTok,Explore,Trending hashtags,Social Media,Distractive,39.7,5,Home,2025-09-23,Morning
1742,U0185,YouTube,DM/Chat,Project management,Business,Productive,52.6,1,Home,2025-09-24,Afternoon
1743,U0482,Instagram,Explore,Fashion trends,Commerce,Distractive,14.7,2,Outdoors,2025-02-07,Evening
1744,U0261,Twitter/X,Watch,Current affairs,News,Productive,54,1,Commute,2025-01-27,Night
1745,U0269,Udemy,Course Page,Project management,Business,Productive,26,1,Office,2025-11-15,Afternoon
1746,U0400,LinkedIn,DM/Chat,Dance videos,Entertainment,Distractive,28.1,4,Home,2025-09-28,Night
1747,U0109,Coursera,Course Page,Political news,News,Productive,51.9,2,Office,2025-07-28,Morning
1748,U0311,LinkedIn,Feed,Local news,News,Productive,7,2,Commute,2025-08-20,Morning
1749,U0131,WhatsApp,Watch,Chemistry notes,Education,Productive,17.9,2,Office,2025-01-09,Night
1750,U0152,TikTok,Watch,Project management,Business,Productive,50,2,Outdoors,2025-02-15,Late Night
1751,U0396,TikTok,DM/Chat,Market analysis,Business,Productive,9.7,2,College,2025-05-31,Morning
1752,U0398,Twitter/X,Reels/Shorts,Comedy videos,Entertainment,Distractive,17.5,4,Library,2025-05-31,Afternoon
1753,U0328,Telegram,Feed,Fashion trends,Commerce,Distractive,89.1,2,Outdoors,2025-03-21,Night
1754,U0483,Instagram,Course Page,Project update,Communication,Productive,11.3,2,Library,2025-06-08,Late Night
1755,U0461,Coursera,Story,Weather update,News,Productive,40.5,3,Commute,2025-11-29,Afternoon
1756,U0073,Google Classroom,Feed,Investment tips,Business,Productive,53.9,1,Hostel,2025-12-06,Morning
1757,U0223,Facebook,Explore,Product review,Commerce,Distractive,53.6,2,Commute,2025-10-06,Afternoon
1758,U0288,TikTok,Story,Reels,Entertainment,Distractive,37.2,5,College,2025-04-21,Morning
1759,U0473,Facebook,DM/Chat,Cricket update,Sports,Distractive,72.8,2,Commute,2025-10-20,Evening
1760,U0436,Zoom,Explore,Client call,Communication,Productive,32.9,1,Library,2025-10-28,Evening
1761,U0223,Snapchat,Course Page,Celebrity,Entertainment,Distractive,68,4,Home,2025-01-04,Late Night
1762,U0039,YouTube,Reels/Shorts,Fashion trends,Commerce,Distractive,75.2,2,Hostel,2025-09-15,Afternoon
1763,U0029,Amazon,Feed,Colleague message,Communication,Productive,3.8,1,College,2025-07-12,Late Night
1764,U0101,WhatsApp,Story,Reels,Entertainment,Distractive,5.8,5,Hostel,2025-04-01,Late Night
1765,U0139,Facebook,Feed,Cricket update,Sports,Distractive,66,4,Library,2025-11-23,Evening
1766,U0372,Gmail,Watch,Physics lecture,Education,Productive,24.1,2,Home,2025-08-18,Afternoon
1767,U0473,Facebook,Search,Discount coupons,Commerce,Distractive,31.7,3,College,2025-09-09,Night
1768,U0102,WhatsApp,Watch,Shopping,Commerce,Distractive,3,2,Cafe,2025-02-04,Afternoon
1769,U0104,WhatsApp,Search,Technology news,News,Productive,57.3,1,Commute,2025-07-03,Afternoon
1770,U0435,Gmail,Notification,Like notifications,Social Media,Distractive,83.5,4,Outdoors,2025-01-06,Afternoon
1771,U0122,WhatsApp,Search,Investment tips,Business,Productive,1,1,College,2025-04-23,Night
1772,U0098,Udemy,Notification,Story updates,Social Media,Distractive,52,5,Commute,2025-07-12,Morning
1773,U0166,Google Classroom,Watch,Technology news,News,Productive,16.6,1,Home,2025-03-28,Late Night
1774,U0146,Google Classroom,Notification,Coding practice,Education,Productive,3.5,2,College,2025-08-09,Evening
1775,U0056,Twitter/X,Watch,Language learning,Education,Productive,50.1,2,Hostel,2025-08-29,Late Night
1776,U0328,Slack,Search,Client proposal,Business,Productive,55,2,College,2025-01-08,Afternoon
1777,U0280,LinkedIn,DM/Chat,Project update,Communication,Productive,16.4,1,Hostel,2025-03-29,Late Night
1778,U0449,Coursera,Explore,DM chat casual,Social Media,Distractive,78.1,5,Library,2025-10-04,Afternoon
1779,U0492,Amazon,Explore,Conference call,Communication,Productive,2.7,1,Library,2025-10-21,Night
1780,U0121,TikTok,Reels/Shorts,Physics lecture,Education,Productive,27.8,2,Home,2025-07-26,Night
1781,U0044,Instagram,Story,Flash deals,Commerce,Distractive,69,2,Hostel,2025-10-04,Afternoon
1782,U0008,Flipkart,Story,Networking,Business,Productive,40.8,1,College,2025-07-21,Evening
1783,U0038,Zoom,Explore,DM chat casual,Social Media,Distractive,51.7,4,College,2025-09-25,Afternoon
1784,U0320,Gmail,Feed,Freelance work,Business,Productive,33.9,2,Cafe,2025-05-01,Night
1785,U0340,Facebook,Feed,Gaming,Entertainment,Distractive,76.7,4,Home,2025-11-06,Afternoon
1786,U0434,Slack,Watch,Wishlist browsing,Commerce,Distractive,58.7,3,Cafe,2025-11-07,Evening
1787,U0047,Google Classroom,Story,Colleague message,Communication,Productive,27.7,1,Outdoors,2025-01-19,Night
1788,U0014,TikTok,Course Page,Story updates,Social Media,Distractive,35.8,4,Library,2025-10-04,Afternoon
1789,U0273,WhatsApp,Reels/Shorts,Sports news,Sports,Distractive,65,3,Outdoors,2025-09-11,Late Night
1790,U0265,Facebook,Explore,Cricket update,Sports,Distractive,46,4,Office,2025-03-08,Evening
1791,U0350,YouTube,Notification,Technology news,News,Productive,19.8,3,Home,2025-07-24,Afternoon
1792,U0373,Zoom,Feed,Political news,News,Productive,40.2,1,Commute,2025-07-19,Night
1793,U0138,Instagram,Reels/Shorts,DM chat casual,Social Media,Distractive,15.9,4,Office,2025-06-25,Evening
1794,U0096,Gmail,Explore,Movie clips,Entertainment,Distractive,18.5,5,Commute,2025-11-10,Evening
1795,U0492,Zoom,Explore,Local news,News,Productive,50,1,Library,2025-04-10,Late Night
1796,U0390,Snapchat,Watch,Voice message,Communication,Productive,5.7,2,Commute,2025-04-06,Late Night
1797,U0114,Amazon,Explore,DM chat casual,Social Media,Distractive,15.9,4,Office,2025-07-26,Late Night
1798,U0190,Flipkart,Reels/Shorts,Political news,News,Productive,14.2,3,College,2025-10-14,Night
1799,U0165,Slack,Watch,Endless scrolling,Social Media,Distractive,86.1,5,Commute,2025-01-09,Late Night
1800,U0423,Coursera,Feed,Sports news,Sports,Distractive,18.3,3,College,2025-12-12,Late Night
1801,U0138,Udemy,Search,Group chat,Communication,Productive,3.8,2,Commute,2025-10-25,Afternoon
1802,U0056,Twitter/X,Explore,Exam preparation,Education,Productive,19.1,2,Commute,2025-05-31,Night
1803,U0419,LinkedIn,DM/Chat,Follower count check,Social Media,Distractive,65.9,4,Commute,2025-11-14,Afternoon
1804,U0492,Coursera,Explore,Fashion trends,Commerce,Distractive,40.8,2,Commute,2025-01-24,Morning
1805,U0197,Google Classroom,Reels/Shorts,Memes,Entertainment,Distractive,4.1,4,Commute,2025-04-01,Night
1806,U0067,YouTube,Search,Family chat,Communication,Productive,45.7,2,Home,2025-05-20,Evening
1807,U0456,Slack,Notification,World news,News,Productive,51.5,3,Commute,2025-07-25,Afternoon
1808,U0227,Telegram,Feed,Freelance work,Business,Productive,57.4,2,Hostel,2025-08-19,Late Night
1809,U0278,Facebook,Course Page,Dance videos,Entertainment,Distractive,63.8,4,Commute,2025-12-09,Evening
1810,U0467,Amazon,Watch,Like notifications,Social Media,Distractive,16.8,5,Office,2025-06-05,Late Night
1811,U0080,Amazon,Feed,Group chat,Communication,Productive,9,2,Home,2025-01-21,Morning
1812,U0410,Coursera,Reels/Shorts,Gossip,Entertainment,Distractive,86.3,4,Office,2025-11-26,Morning
1813,U0105,Twitter/X,Feed,Follower count check,Social Media,Distractive,29.8,4,Outdoors,2025-01-18,Late Night
1814,U0318,LinkedIn,Watch,Flash deals,Commerce,Distractive,28,2,Hostel,2025-07-17,Late Night
1815,U0077,Coursera,Explore,Match highlights,Sports,Distractive,41,3,Outdoors,2025-05-30,Night
1816,U0270,Slack,Search,Coding practice,Education,Productive,55.2,2,Cafe,2025-04-18,Morning
1817,U0311,LinkedIn,Search,World news,News,Productive,12.2,1,College,2025-03-06,Afternoon
1818,U0126,Google Classroom,Reels/Shorts,Investment tips,Business,Productive,4.5,1,Home,2025-02-16,Late Night
1819,U0273,Snapchat,DM/Chat,Product review,Commerce,Distractive,64.9,3,Outdoors,2025-06-26,Morning
1820,U0246,Slack,Reels/Shorts,Client proposal,Business,Productive,40.2,2,Office,2025-04-03,Evening
1821,U0080,Flipkart,Notification,Sports news,Sports,Distractive,56.9,3,Outdoors,2025-03-11,Night
1822,U0124,WhatsApp,Notification,Science experiment,Education,Productive,49.2,1,Outdoors,2025-07-15,Late Night
1823,U0235,Snapchat,Course Page,Work discussion,Communication,Productive,57.7,1,Outdoors,2025-03-31,Morning
1824,U0089,Twitter/X,Search,Breaking news,News,Productive,57.4,2,Home,2025-06-16,Afternoon
1825,U0039,Telegram,Search,Startup news,Business,Productive,57.4,1,Hostel,2025-06-17,Late Night
1826,U0405,Coursera,Search,Prank videos,Entertainment,Distractive,29.9,4,Commute,2025-12-26,Afternoon
1827,U0378,Google Classroom,Watch,Political news,News,Productive,25.7,3,Outdoors,2025-11-27,Night
1828,U0134,TikTok,Watch,Match highlights,Sports,Distractive,23,2,Home,2025-10-20,Evening
1829,U0293,Snapchat,Course Page,TV show clip,Entertainment,Distractive,54.7,4,Outdoors,2025-01-02,Afternoon
1830,U0369,Snapchat,Feed,Client proposal,Business,Productive,20.5,1,Outdoors,2025-09-27,Night
1831,U0015,Amazon,Search,Team meeting,Communication,Productive,35.2,2,Library,2025-03-08,Afternoon
1832,U0136,TikTok,Feed,Email,Communication,Productive,33.3,2,Office,2025-01-20,Morning
1833,U0355,Gmail,Notification,Football clip,Sports,Distractive,45.8,4,Outdoors,2025-06-28,Afternoon
1834,U0009,Coursera,Notification,Follower count check,Social Media,Distractive,36.1,4,Home,2025-01-21,Afternoon
1835,U0035,TikTok,Reels/Shorts,Dance videos,Entertainment,Distractive,73.5,4,Commute,2025-02-26,Night
1836,U0340,WhatsApp,Feed,Story updates,Social Media,Distractive,70.3,4,Office,2025-10-28,Evening
1837,U0422,Twitter/X,Course Page,Exam preparation,Education,Productive,17.4,2,Library,2025-01-30,Late Night
1838,U0496,Telegram,Course Page,Current affairs,News,Productive,5.9,3,Outdoors,2025-02-17,Late Night
1839,U0061,YouTube,Search,Email,Communication,Productive,44.2,2,College,2025-04-17,Afternoon
1840,U0196,Facebook,Feed,Cricket update,Sports,Distractive,11.2,3,College,2025-03-01,Morning
1841,U0371,Snapchat,Feed,Shopping,Commerce,Distractive,11.8,2,Home,2025-08-17,Afternoon
1842,U0173,Twitter/X,DM/Chat,DM chat casual,Social Media,Distractive,4.3,4,Library,2025-08-09,Night
1843,U0077,Snapchat,Course Page,Weather update,News,Productive,39.4,1,Cafe,2025-09-24,Morning
1844,U0072,WhatsApp,Watch,Movie clips,Entertainment,Distractive,3,4,Hostel,2025-11-17,Late Night
1845,U0431,Facebook,Search,Endless scrolling,Social Media,Distractive,54.1,5,Hostel,2025-03-07,Morning
1846,U0413,Flipkart,Explore,Local news,News,Productive,50.5,2,College,2025-12-02,Morning
1847,U0118,Flipkart,Search,Local news,News,Productive,47,3,Outdoors,2025-01-09,Morning
1848,U0277,Zoom,DM/Chat,Live score,Sports,Distractive,38.7,2,Commute,2025-10-09,Evening
1849,U0014,Facebook,DM/Chat,Like notifications,Social Media,Distractive,76.3,5,Cafe,2025-02-08,Afternoon
1850,U0286,Telegram,Reels/Shorts,Client proposal,Business,Productive,22.3,1,Office,2025-09-03,Afternoon
1851,U0442,Snapchat,Feed,Sports news,Sports,Distractive,40.4,2,College,2025-08-09,Night
1852,U0134,Facebook,Search,Web development course,Education,Productive,51.7,1,College,2025-06-25,Evening
1853,U0316,Coursera,Watch,Investment tips,Business,Productive,2.9,1,Home,2025-03-05,Morning
1854,U0190,Gmail,Story,Like notifications,Social Media,Distractive,38.7,5,Cafe,2025-11-15,Morning
1855,U0246,Flipkart,Story,Football clip,Sports,Distractive,26.4,4,Office,2025-05-07,Evening
1856,U0394,Gmail,Explore,Email,Communication,Productive,1.2,2,Home,2025-10-12,Morning
1857,U0052,YouTube,DM/Chat,Conference call,Communication,Productive,2.6,1,Hostel,2025-10-11,Afternoon
1858,U0265,WhatsApp,Course Page,Cricket update,Sports,Distractive,15.4,3,Home,2025-10-06,Morning
1859,U0361,Gmail,Reels/Shorts,Colleague message,Communication,Productive,9.7,2,Home,2025-02-25,Evening
1860,U0028,Twitter/X,Notification,AI fundamentals,Education,Productive,3.5,1,Outdoors,2025-02-22,Afternoon
1861,U0489,WhatsApp,Feed,Match highlights,Sports,Distractive,73.4,3,Cafe,2025-07-04,Late Night
1862,U0290,Twitter/X,Explore,TV show clip,Entertainment,Distractive,16.6,5,Library,2025-01-13,Morning
1863,U0255,Slack,Story,Online sale,Commerce,Distractive,40.8,3,Hostel,2025-11-02,Evening
1864,U0081,Instagram,Story,Research paper,Education,Productive,12.7,1,Library,2025-11-07,Night
1865,U0033,TikTok,Explore,Sports news,Sports,Distractive,74.3,3,College,2025-06-30,Late Night
1866,U0218,Udemy,Feed,World news,News,Productive,2.9,1,Cafe,2025-07-26,Night
1867,U0249,Instagram,Reels/Shorts,Client call,Communication,Productive,47.9,2,Home,2025-08-17,Late Night
1868,U0279,YouTube,Feed,Live score,Sports,Distractive,67.7,3,Cafe,2025-10-27,Afternoon
1869,U0022,Instagram,Story,Family chat,Communication,Productive,15.7,2,College,2025-06-12,Afternoon
1870,U0332,Udemy,Explore,Celebrity,Entertainment,Distractive,70.7,5,Outdoors,2025-11-24,Afternoon
1871,U0384,Gmail,Reels/Shorts,Team meeting,Communication,Productive,49,2,Hostel,2025-11-05,Late Night
1872,U0249,TikTok,Reels/Shorts,Shorts,Entertainment,Distractive,14.2,5,Outdoors,2025-05-27,Morning
1873,U0108,Coursera,DM/Chat,Football clip,Sports,Distractive,75,3,Commute,2025-08-12,Afternoon
1874,U0435,Instagram,Reels/Shorts,Shorts,Entertainment,Distractive,64.3,5,Cafe,2025-03-26,Night
1875,U0211,Gmail,Feed,Stock market,Business,Productive,31.4,1,Office,2025-02-24,Morning
1876,U0351,Zoom,Reels/Shorts,Online certification,Education,Productive,51.1,1,College,2025-05-01,Evening
1877,U0016,WhatsApp,Course Page,Match highlights,Sports,Distractive,86.7,2,Cafe,2025-12-05,Late Night
1878,U0485,Zoom,Watch,Conference call,Communication,Productive,32.6,2,Office,2025-03-03,Night
1879,U0032,Slack,Story,Trending hashtags,Social Media,Distractive,40,5,Home,2025-10-04,Afternoon
1880,U0195,Telegram,Course Page,Math tutorial,Education,Productive,19.9,1,College,2025-04-03,Afternoon
1881,U0139,WhatsApp,Reels/Shorts,Client call,Communication,Productive,56.1,2,Outdoors,2025-12-12,Late Night
1882,U0341,Slack,Search,Startup news,Business,Productive,28.3,2,Hostel,2025-10-24,Night
1883,U0217,Flipkart,DM/Chat,Math tutorial,Education,Productive,43.1,1,Cafe,2025-02-15,Late Night
1884,U0146,YouTube,Course Page,Voice message,Communication,Productive,54.1,2,Library,2025-04-01,Night
1885,U0094,TikTok,Story,Political news,News,Productive,7.3,3,Outdoors,2025-10-25,Night
